Title: 350 micron Polarimetry from the Caltech Submillimeter Observatory  
Authors: Dotson J.L., Vaillancourt J.E., Kirby L., Dowell C.D., Hildebrand R.H.,
         Davidson J.A.
Table: Data
================================================================================
Byte-by-byte Description of file: apjs333144t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label Explanations
--------------------------------------------------------------------------------
   1- 15 A15    ---    Name  Object name
  17- 20 I4     arcsec oRA   Right Ascension offset from center 
  22- 25 I4     arcsec oDE   Declination offset from center
  27- 31 F5.1   pix    oX    X pixel offset from center (1) 
  33- 37 F5.1   pix    oY    Y pixel offset from center (1)
  39- 43 F5.2   %      P     Polarization magnitude
  45- 49 F5.2   %    e_P     Uncertainty in P
  51- 55 F5.1   deg    PA    Polarization position angle; degrees east of north
  57- 62 F6.1   deg  e_PA    Uncertainty in PA
  64- 69 F6.1   Jy     Int   Source intensity in units of Jy/beam
  71- 74 F4.1   Jy   e_Int   Uncertainty in Int in units of Jy/beam
  76- 78 I3     ---    Num   Number of measurements
--------------------------------------------------------------------------------
Note (1): oX is parallel to RA, except M17 is 16 degrees CW from RA and M82 
          is 24 degrees CW from RA.  oY is parallel to Dec, except M17 is 
          16 degrees CW from Dec and M82 is 24 degrees CW from Dec. Pixel 
          offsets in the x- and y-directions are given in units of the pixel
          center-to-center spacing, 17.8 arcseconds. Right Ascension and 
          Declination offsets are calculated using this spacing and are 
          rounded to the nearest arcsecond; offsets are given with respect to 
NGC_6334I         -0  -53   0.0  -3.0  0.63  0.31 138.4   13.9  435.2 37.0  12 
NGC_6334I         -0  -36   0.0  -2.0  0.53  0.18  56.8    9.5  516.8 12.7  19 
NGC_6334I         -0  -18   0.0  -1.0  0.65  0.09  70.3    3.9  738.6 12.8  21 
NGC_6334I          0    0   0.0   0.0  0.38  0.06  61.1    4.8 1170.8 13.0  22 
NGC_6334I          0   18   0.0   1.0  0.97  0.09  52.7    3.3  890.9 12.1  22 
NGC_6334I          0   36   0.0   2.0  1.29  0.13  35.9    2.8  650.7 13.0  19 
NGC_6334I          0   53   0.0   3.0  1.60  0.22  30.4    3.9  610.4 17.7  10 
NGC_6334I         18  -53   1.0  -3.0  0.62  0.27  14.9   12.6  386.2 32.1  10 
NGC_6334I         18  -36   1.0  -2.0  0.64  0.20  57.3    8.7  539.0 12.7  19 
NGC_6334I         18  -18   1.0  -1.0  0.98  0.14  51.4    3.9  676.0 13.8  21 
NGC_6334I         18   -0   1.0   0.0  1.05  0.11  50.1    2.9  852.4 13.8  21 
NGC_6334I         18   18   1.0   1.0  0.97  0.11  37.9    3.2  836.0 12.1  20 
NGC_6334I         18   36   1.0   2.0  1.18  0.15  24.8    3.8  704.1 10.9  16 
NGC_6334I         18   53   1.0   3.0  1.03  0.22  18.9    6.1  635.2 15.7   9 
NGC_6334I         36  -53   2.0  -3.0  2.37  0.88  34.9   10.7  174.7 34.3   4 
NGC_6334I         36  -36   2.0  -2.0  0.93  0.31  30.0   10.7  409.4 15.6  14 
NGC_6334I         36  -18   2.0  -1.0  1.62  0.36  25.1    5.9  481.9 13.6  16 
NGC_6334I         36   -0   2.0   0.0  1.22  0.21  16.4    4.9  560.3 12.9  18 
NGC_6334I         36   18   2.0   1.0  1.37  0.22  28.3    5.6  603.4 12.4  18 
NGC_6334I         36   36   2.0   2.0  1.08  0.27  21.1    7.1  576.3 12.6  11 
NGC_6334I         36   53   2.0   3.0  1.34  0.25  27.0    5.3  530.9 20.2   7 
NGC_6334I         53  -36   3.0  -2.0  1.83  0.68  16.2   10.6  168.6 41.2   6 
NGC_6334I         53  -18   3.0  -1.0  0.58  0.58  20.1   28.4  345.0 18.6   9 
NGC_6334I         53   -0   3.0   0.0  1.12  0.44  19.2   11.1  392.8 21.8   9 
NGC_6334I         53   18   3.0   1.0  1.88  0.53  13.5    8.1  421.9 23.9   7 
NGC_6334I         53   36   3.0   2.0  0.47  0.51   7.3   31.5  417.7 23.4   5 
NGC_6334I        -53  -36  -3.0  -2.0  0.23  0.43  19.9   50.1  398.7 34.4   8 
NGC_6334I        -53  -18  -3.0  -1.0  0.63  0.25  49.5   11.2  458.0 16.2  10 
NGC_6334I        -53    0  -3.0   0.0  1.17  0.28  45.7    5.6  472.4 15.9  12 
NGC_6334I        -53   18  -3.0   1.0  0.46  0.26  36.7   17.1  501.4 16.2  12 
NGC_6334I        -53   36  -3.0   2.0  1.37  0.31  24.8    6.4  549.4 35.6   6 
NGC_6334I        -36  -53  -2.0  -3.0  0.78  0.34  39.4   13.3  431.0 25.0  10 
NGC_6334I        -36   53  -2.0   3.0  1.73  0.37  32.6    6.0  574.8 27.0   5 
NGC_6334I        -71  -36  -4.0  -2.0  1.00  0.76  16.9   21.9  204.1  2.9   3 
NGC_6334I        -71  -18  -4.0  -1.0  1.05  0.63  19.7   17.3  242.9  3.0   3 
NGC_6334I        -71    0  -4.0   0.0  0.53  0.56  51.6   30.2  267.3  3.2   3 
NGC_6334I        -53  -53  -3.0  -3.0  1.08  0.77  33.8   20.4  188.1  3.0   3 
NGC_6334I        -18  -71  -1.0  -4.0  1.75  0.96 149.4   15.7  157.6  3.1   3 
NGC_6334I         -0  -71   0.0  -4.0  0.58  0.85 160.7   42.2  176.9  3.0   3 
NGC_6334I        -36   72  -2.0   4.1  2.09  0.37  47.5    5.0  450.0  8.0   5 
NGC_6334I        -36   90  -2.0   5.1  1.91  0.20  45.6    6.0  464.8  4.7  11 
NGC_6334I        -36  108  -2.0   6.1  1.93  0.19  49.3    3.9  473.1  4.0  11 
NGC_6334I        -36  126  -2.0   7.1  1.33  0.21  43.2    4.7  404.7  4.0  11 
NGC_6334I        -36  144  -2.0   8.1  0.64  0.34  33.7   20.4  398.4  9.4   6 
NGC_6334I        -19   55  -1.0   3.1  1.84  0.22  36.1    3.5  514.2  9.1   5 
NGC_6334I        -19   72  -1.0   4.1  1.81  0.19  43.0    8.2  492.9  4.0  15 
NGC_6334I        -19   90  -1.0   5.1  1.98  0.18  48.1    3.9  549.8  3.0  20 
NGC_6334I        -19  108  -1.0   6.1  1.03  0.22  55.0    4.2  535.8  2.9  20 
NGC_6334I        -19  126  -1.0   7.1  1.18  0.16  47.8    3.9  448.2  2.8  20 
NGC_6334I        -19  144  -1.0   8.1  1.08  0.30  48.7    4.9  414.9  3.2  16 
NGC_6334I        -19  161  -1.0   9.1  1.14  0.60  60.0   15.1  406.9  9.3   6 
NGC_6334I         -1   55  -0.0   3.1  1.72  0.22  43.9    3.6  554.9  6.4   9 
NGC_6334I         -1   72  -0.0   4.1  1.48  0.14  38.0    2.4  589.3  3.2  20 
NGC_6334I         -1   90  -0.0   5.1  1.18  0.11  50.8    2.6  757.0  3.7  20 
NGC_6334I         -1  108  -0.0   6.1  0.52  0.11  50.4    7.4  711.9  3.0  20 
NGC_6334I         -1  126  -0.0   7.1  0.50  0.17  53.2    8.1  569.9  3.2  20 
NGC_6334I         -1  144  -0.0   8.1  0.52  0.17  68.4    9.6  477.9  3.1  20 
NGC_6334I         -1  161  -0.0   9.1  0.59  0.34  71.8   16.4  430.9  5.0  11 
NGC_6334I         17   55   1.0   3.1  1.63  0.20  26.6    3.6  614.7  5.0   9 
NGC_6334I         17   72   1.0   4.1  0.85  0.13  39.9    4.6  681.4  3.0  20 
NGC_6334I         17   90   1.0   5.1  0.40  0.08  50.2    7.5  951.7  3.9  20 
NGC_6334I         17  108   1.0   6.1  0.29  0.08  42.3    7.8 1057.9  4.4  20 
NGC_6334I         17  126   1.0   7.1  0.29  0.11 133.2   10.6  749.6  4.1  20 
NGC_6334I         17  144   1.0   8.1  0.24  0.16 121.0   18.7  533.3  3.1  20 
NGC_6334I         17  161   1.0   9.1  0.45  0.26 119.7   16.3  451.0  5.1  11 
NGC_6334I         35   55   2.0   3.1  1.24  0.22  14.3    5.2  590.6  5.9   9 
NGC_6334I         35   72   2.0   4.1  1.03  0.15  17.0    4.5  640.7  2.8  20 
NGC_6334I         35   90   2.0   5.1  0.32  0.09  43.1    8.0  889.3  3.3  20 
NGC_6334I         35  108   2.0   6.1  0.15  0.08  44.3   20.1  880.8  3.1  20 
NGC_6334I         35  126   2.0   7.1  0.30  0.13 143.8   11.3  621.1  3.0  20 
NGC_6334I         35  144   2.0   8.1  0.61  0.19 103.6    8.7  436.4  2.7  20 
NGC_6334I         35  161   2.0   9.1  1.22  0.30 107.6    6.9  350.1  4.8  11 
NGC_6334I         53   55   3.0   3.1  1.34  1.07  59.4   22.8  474.0 10.7   4 
NGC_6334I         53   72   3.0   4.1  0.97  0.27  16.3    7.1  437.3  3.9  14 
NGC_6334I         53   90   3.0   5.1  0.26  0.20  14.2   33.5  502.0  2.4  20 
NGC_6334I         53  108   3.0   6.1  0.40  0.19 155.3   14.3  530.2  2.0  20 
NGC_6334I         53  126   3.0   7.1  0.10  0.19 125.3   48.3  411.2  2.7  20 
NGC_6334I         53  144   3.0   8.1  0.56  0.29 124.8   14.8  325.9  3.8  15 
NGC_6334I         53  161   3.0   9.1  1.27  0.63 134.8   12.9  227.9 10.2   5 
NGC_6334I         70   72   4.0   4.1  0.85  1.53 103.1   52.3  317.0 10.7   4 
NGC_6334I         70   90   4.0   5.1  0.64  0.41  11.2   18.3  279.3  7.0   9 
NGC_6334I         70  108   4.0   6.1  0.81  0.39 148.8   13.3  322.7  7.2   9 
NGC_6334I         70  126   4.0   7.1  0.17  0.40  96.4   76.5  305.8  8.4   9 
NGC_6334I         70  144   4.0   8.1  0.06  0.55   8.5  285.3  227.0 10.3   5 
M-0.13-0.08      -71  -18  -4.0  -1.0  1.45  0.51 130.7   10.0  183.6  3.8   4 
M-0.13-0.08      -71    0  -4.0  -0.0  1.24  0.59 130.2   13.4  153.2  3.8   4 
M-0.13-0.08      -71   18  -4.0   1.0  0.81  0.68 117.3   24.3  128.9  8.0   5 
M-0.13-0.08      -71   36  -4.0   2.0  0.67  0.69 107.9   29.5  107.3  4.1   6 
M-0.13-0.08      -53  -36  -3.0  -2.0  0.72  0.33 106.7   13.1  195.4  3.7   9 
M-0.13-0.08      -53  -18  -3.0  -1.0  0.74  0.23 160.6    8.8  219.7  2.5  18 
M-0.13-0.08      -53    0  -3.0  -0.0  1.00  0.27 137.5    7.7  198.7  2.5  18 
M-0.13-0.08      -53   18  -3.0   1.0  0.79  0.30 115.5   10.8  180.6  7.1  19 
M-0.13-0.08      -53   36  -3.0   2.0  1.48  0.33 120.7    6.4  168.2  3.9  14 
M-0.13-0.08      -53   53  -3.0   3.0  0.60  0.57 117.7   31.9  155.0  4.5   6 
M-0.13-0.08      -36  -53  -2.0  -3.0  1.04  0.47  58.0   12.8  169.5  8.7   6 
M-0.13-0.08      -36  -36  -2.0  -2.0  0.66  0.24 131.1   10.2  215.6  2.8  19 
M-0.13-0.08      -36  -18  -2.0  -1.0  0.81  0.20 160.6    7.0  226.7  2.1  25 
M-0.13-0.08      -36    0  -2.0  -0.0  1.13  0.22 169.0    5.6  216.5  1.9  27 
M-0.13-0.08      -36   18  -2.0   1.0  0.38  0.25 121.4   18.9  193.8  1.9  27 
M-0.13-0.08      -36   36  -2.0   2.0  0.29  0.23 143.4   25.7  215.4  7.8  27 
M-0.13-0.08      -36   53  -2.0   3.0  0.77  0.26 125.6    9.5  209.7  4.1  16 
M-0.13-0.08      -18  -53  -1.0  -3.0  0.30  0.55 170.8   53.2  143.2  9.6   8 
M-0.13-0.08      -18  -36  -1.0  -2.0  1.08  0.22  95.8    5.8  229.5  2.1  25 
M-0.13-0.08      -18  -18  -1.0  -1.0  0.56  0.17 161.1    8.6  250.6  1.9  27 
M-0.13-0.08      -18    0  -1.0  -0.0  0.45  0.17 141.1   10.9  253.3  1.9  27 
M-0.13-0.08      -18   18  -1.0   1.0  0.32  0.19 115.6   17.3  228.3  1.9  27 
M-0.13-0.08      -18   36  -1.0   2.0  0.40  0.21  91.8   15.1  205.9  1.9  27 
M-0.13-0.08      -18   53  -1.0   3.0  0.83  0.24 103.8    8.4  211.0  1.9  20 
M-0.13-0.08        0  -53   0.0  -3.0  3.03  0.97   8.7    8.8  164.0  9.5   8 
M-0.13-0.08        0  -36   0.0  -2.0  0.49  0.20  82.3   11.8  248.8  2.0  25 
M-0.13-0.08        0  -18   0.0  -1.0  0.19  0.16  89.8   23.1  265.3  1.9  27 
M-0.13-0.08        0    0   0.0   0.0  0.23  0.13 118.3   16.2  310.0  1.9  27 
M-0.13-0.08        0   18  -0.0   1.0  0.27  0.14 110.0   15.0  307.9  1.9  27 
M-0.13-0.08        0   36  -0.0   2.0  0.39  0.16  98.3   12.0  269.4  1.9  27 
M-0.13-0.08        0   53  -0.0   3.0  0.96  0.19 106.9    5.7  265.1  1.9  20 
M-0.13-0.08       18  -53   1.0  -3.0  1.18  0.31 108.2    7.4  138.7  5.0  10 
M-0.13-0.08       18  -36   1.0  -2.0  0.80  0.23  83.7    8.6  167.0  3.1  23 
M-0.13-0.08       18  -18   1.0  -1.0  0.52  0.19 116.7   10.6  211.9  2.0  28 
M-0.13-0.08       18    0   1.0   0.0  0.81  0.15 115.0    5.3  264.4  2.0  28 
M-0.13-0.08       18   18   1.0   1.0  0.58  0.13  96.0    6.8  313.2  1.9  27 
M-0.13-0.08       18   36   1.0   2.0  0.91  0.15  98.1    4.7  294.0  1.8  27 
M-0.13-0.08       18   53   1.0   3.0  1.30  0.22 101.9    4.9  273.6  2.7  16 
M-0.13-0.08       36  -53   2.0  -3.0  1.46  0.39  94.0    7.7   84.9 26.8   4 
M-0.13-0.08       36  -36   2.0  -2.0  0.96  0.29  68.3    8.6  146.5  3.2  16 
M-0.13-0.08       36  -18   2.0  -1.0  0.24  0.22  96.3   25.4  164.0  3.0  25 
M-0.13-0.08       36    0   2.0   0.0  0.63  0.23  96.9   10.4  204.0  2.6  24 
M-0.13-0.08       36   18   2.0   1.0  0.84  0.21 110.2    7.1  232.2  2.6  24 
M-0.13-0.08       36   36   2.0   2.0  0.97  0.25 102.5    7.4  239.3  3.6  18 
M-0.13-0.08       36   53   2.0   3.0  1.18  0.43 114.8   10.5  225.3  5.8   8 
M-0.13-0.08       53  -36   3.0  -2.0  1.36  0.41  73.0    8.8   97.4 28.1   4 
M-0.13-0.08       53  -18   3.0  -1.0  0.41  0.34 124.3   23.8  155.6  6.0   9 
M-0.13-0.08       53    0   3.0   0.0  0.39  0.41 108.1   30.1  192.5  8.1  10 
M-0.13-0.08       53   18   3.0   1.0  0.36  0.43 125.6   33.6  195.5  8.0  10 
M-0.13-0.08       53   36   3.0   2.0  1.11  0.42 118.9   10.7  231.7  5.9   8 
Sgr_A_East       -71  -36  -4.0  -2.0  1.46  0.29 102.4    5.7  111.3  1.4   6 
Sgr_A_East       -71  -18  -4.0  -1.0  1.92  0.32 104.5    4.7   92.4  1.0   8 
Sgr_A_East       -71    0  -4.0   0.0  2.16  0.30 107.3    4.0   98.4  1.0   8 
Sgr_A_East       -71   18  -4.0   1.0  1.63  0.34 103.5    6.1  102.1  1.6   6 
Sgr_A_East       -53  -53  -3.0  -3.0  1.54  0.20 104.0    3.8  142.9  0.9   8 
Sgr_A_East       -53  -36  -3.0  -2.0  1.81  0.15 109.2    2.4  129.8  0.3  18 
Sgr_A_East       -53  -18  -3.0  -1.0  2.11  0.15 104.8    2.1  112.2  0.3  22 
Sgr_A_East       -53    0  -3.0   0.0  1.77  0.16 103.0    2.6  106.0  0.3  22 
Sgr_A_East       -53   18  -3.0   1.0  1.22  0.17 103.7    3.9  107.2  0.3  20 
Sgr_A_East       -53   36  -3.0   2.0  1.32  0.25 102.6    5.5  102.6  0.8  10 
Sgr_A_East       -36  -71  -2.0  -4.0  2.12  0.28  94.8    3.7  153.8  0.8   4 
Sgr_A_East       -36  -53  -2.0  -3.0  1.26  0.13  97.8    3.0  161.5  0.4  16 
Sgr_A_East       -36  -36  -2.0  -2.0  1.53  0.11  94.1    2.0  167.0  0.2  24 
Sgr_A_East       -36  -18  -2.0  -1.0  1.55  0.11  97.7    2.0  146.8  0.2  26 
Sgr_A_East       -36    0  -2.0   0.0  1.57  0.12 100.1    2.2  130.7  0.2  26 
Sgr_A_East       -36   18  -2.0   1.0  1.45  0.13  94.2    2.6  119.1  0.2  26 
Sgr_A_East       -36   36  -2.0   2.0  1.77  0.15  88.2    2.5  112.9  0.3  20 
Sgr_A_East       -36   53  -2.0   3.0  1.42  0.28  98.7    5.7  110.1  1.1   6 
Sgr_A_East       -18  -71  -1.0  -4.0  0.28  0.36  79.2   33.5  170.8  0.9   4 
Sgr_A_East       -18  -53  -1.0  -3.0  0.78  0.13  86.5    4.7  166.1  0.3  18 
Sgr_A_East       -18  -36  -1.0  -2.0  1.24  0.11  90.5    2.5  144.6  0.2  26 
Sgr_A_East       -18  -18  -1.0  -1.0  1.43  0.12  93.0    2.5  124.0  0.2  26 
Sgr_A_East       -18    0  -1.0   0.0  1.55  0.13  84.5    2.4  121.5  0.2  26 
Sgr_A_East       -18   18  -1.0   1.0  1.92  0.12  87.3    1.7  124.4  0.2  26 
Sgr_A_East       -18   36  -1.0   2.0  2.01  0.13  84.3    1.9  124.9  0.3  22 
Sgr_A_East       -18   53  -1.0   3.0  1.47  0.22  85.4    4.2  123.3  0.7   8 
Sgr_A_East        -0  -71   0.0  -4.0  0.65  0.24 113.0   10.6  186.2  1.0   4 
Sgr_A_East        -0  -53   0.0  -3.0  0.72  0.12  95.1    4.7  164.8  0.3  18 
Sgr_A_East        -0  -36   0.0  -2.0  0.92  0.10  92.0    3.1  155.6  0.2  26 
Sgr_A_East        -0  -18   0.0  -1.0  1.31  0.11  93.1    2.3  139.4  0.2  26 
Sgr_A_East         0    0   0.0   0.0  1.57  0.10  93.1    1.9  140.0  0.2  26 
Sgr_A_East         0   18   0.0   1.0  1.50  0.10  85.6    1.9  146.8  0.2  26 
Sgr_A_East         0   36   0.0   2.0  1.73  0.11  80.9    1.8  142.5  0.3  22 
Sgr_A_East         0   53   0.0   3.0  1.38  0.21  75.4    4.3  124.5  0.7   8 
Sgr_A_East        18  -53   1.0  -3.0  0.73  0.12  86.7    4.7  159.7  0.3  14 
Sgr_A_East        18  -36   1.0  -2.0  0.92  0.12  91.0    3.6  134.9  0.2  24 
Sgr_A_East        18  -18   1.0  -1.0  0.88  0.11  81.9    3.6  135.4  0.2  26 
Sgr_A_East        18   -0   1.0   0.0  1.10  0.11  95.5    2.8  138.7  0.2  26 
Sgr_A_East        18   18   1.0   1.0  1.16  0.12  82.3    2.8  134.7  0.2  24 
Sgr_A_East        18   36   1.0   2.0  1.28  0.15  72.8    3.2  123.1  0.3  18 
Sgr_A_East        18   53   1.0   3.0  1.73  0.28  77.1    4.6  109.6  0.9   6 
Sgr_A_East        36  -53   2.0  -3.0  1.01  0.21  86.7    5.9  177.6  0.7   4 
Sgr_A_East        36  -36   2.0  -2.0  0.81  0.14  81.4    5.0  149.1  0.3  14 
Sgr_A_East        36  -18   2.0  -1.0  0.56  0.13  83.6    6.6  148.0  0.3  18 
Sgr_A_East        36   -0   2.0   0.0  0.50  0.15  89.4    8.4  139.3  0.3  18 
Sgr_A_East        36   18   2.0   1.0  0.72  0.17 104.4    6.9  112.8  0.3  16 
Sgr_A_East        36   36   2.0   2.0  0.58  0.25  65.6   12.3  103.7  0.6   8 
Sgr_A_East        53  -18   3.0  -1.0  0.69  0.29  95.5   12.1  144.0  0.7   4 
Sgr_A_East        53   -0   3.0   0.0  0.43  0.44  82.9   29.6  133.9  0.7   4 
Sgr_A_East        53   18   3.0   1.0  1.46  0.40  75.3    7.6  113.8  0.5   4 
CO+0.02-0.02     -53  -18  -3.0  -1.0  3.24  0.85 103.7    7.5   99.6  1.3   8 
CO+0.02-0.02     -53    0  -3.0   0.0  1.08  0.67 102.0   18.0  102.7  1.3   8 
CO+0.02-0.02     -53   18  -3.0   1.0  3.32  0.70  91.5    6.0  100.0  1.4   8 
CO+0.02-0.02     -53   36  -3.0   2.0  1.77  0.87  76.2   13.9   98.0  1.9   6 
CO+0.02-0.02     -36  -36  -2.0  -2.0  3.55  0.59  99.9    4.8  122.6  1.3   8 
CO+0.02-0.02     -36  -18  -2.0  -1.0  3.13  0.56  98.3    5.0  122.3  0.9  12 
CO+0.02-0.02     -36    0  -2.0   0.0  3.35  0.60  92.2    5.1  105.0  1.0  12 
CO+0.02-0.02     -36   18  -2.0   1.0  2.23  0.54  86.8    6.9   99.0  0.9  12 
CO+0.02-0.02     -36   36  -2.0   2.0  3.12  0.68  80.1    6.2   95.8  0.9  12 
CO+0.02-0.02     -36   53  -2.0   3.0  1.53  0.82  55.6   15.7  109.6  2.1   6 
CO+0.02-0.02     -18  -36  -1.0  -2.0  1.48  0.39  92.6    7.5  152.9  0.9  12 
CO+0.02-0.02     -18  -18  -1.0  -1.0  1.98  0.42  78.5    6.0  146.2  0.9  12 
CO+0.02-0.02     -18    0  -1.0   0.0  3.09  0.53  84.0    4.9  123.6  0.9  12 
CO+0.02-0.02     -18   18  -1.0   1.0  2.56  0.55  66.7    6.0  117.9  0.9  12 
CO+0.02-0.02     -18   36  -1.0   2.0  2.20  0.54  67.7    7.1  110.0  0.9  12 
CO+0.02-0.02     -18   53  -1.0   3.0  2.17  0.64  67.9    8.7  112.0  1.2  10 
CO+0.02-0.02      -0  -36   0.0  -2.0  1.94  0.37  82.2    5.4  167.3  0.9  12 
CO+0.02-0.02      -0  -18   0.0  -1.0  2.11  0.32  94.4    4.4  173.8  0.9  12 
CO+0.02-0.02       0    0   0.0   0.0  1.22  0.31  74.9    7.4  160.0  0.9  12 
CO+0.02-0.02       0   18   0.0   1.0  1.89  0.41  78.5    6.3  137.6  0.9  12 
CO+0.02-0.02       0   36   0.0   2.0  2.95  0.42  60.5    4.2  128.7  0.8  12 
CO+0.02-0.02       0   53   0.0   3.0  2.61  0.69  71.2    7.7   98.9  1.2  10 
CO+0.02-0.02      18  -36   1.0  -2.0  1.37  0.34  76.8    7.0  168.4  0.9  12 
CO+0.02-0.02      18  -18   1.0  -1.0  2.24  0.29  91.7    3.8  193.6  0.9  12 
CO+0.02-0.02      18   -0   1.0   0.0  1.23  0.27  73.5    6.2  206.0  0.9  12 
CO+0.02-0.02      18   18   1.0   1.0  2.14  0.38  64.4    5.1  135.3  0.8  12 
CO+0.02-0.02      18   36   1.0   2.0  3.16  0.55  74.3    5.0  104.7  0.8  12 
CO+0.02-0.02      18   53   1.0   3.0  2.76  0.94  92.3    9.8   82.8  1.2  10 
CO+0.02-0.02      36  -36   2.0  -2.0  1.91  0.58  74.3    8.5  128.1  1.6   6 
CO+0.02-0.02      36  -18   2.0  -1.0  1.86  0.37  67.8    5.7  152.3  0.9  12 
CO+0.02-0.02      36   -0   2.0   0.0  2.05  0.29  67.6    3.9  181.8  0.9  12 
CO+0.02-0.02      36   18   2.0   1.0  2.45  0.49  65.2    5.7  107.2  0.8  12 
CO+0.02-0.02      36   36   2.0   2.0  4.00  0.72  64.8    5.1   85.3  1.1  10 
CO+0.02-0.02      36   53   2.0   3.0  3.80  1.78  86.9   13.4   77.4  3.0   4 
CO+0.02-0.02      53  -18   3.0  -1.0  2.67  0.75  58.6    8.0  130.2  3.1   4 
CO+0.02-0.02      53   -0   3.0   0.0  3.84  0.66  59.6    5.0  139.8  3.0   4 
CO+0.02-0.02      53   18   3.0   1.0  3.17  1.03  59.4    9.5   90.6  2.7   4 
CO+0.02-0.02      53   36   3.0   2.0  5.21  1.31  52.6    7.1   75.1  2.8   4 
M-0.02-0.07      -53  -36  -3.0  -2.0  0.41  0.26  59.7   17.3  156.5  4.2   4 
M-0.02-0.07      -53  -18  -3.0  -1.0  0.13  0.16  91.2   37.3  162.5  2.2   7 
M-0.02-0.07      -53    0  -3.0   0.0  0.63  0.16  71.3    7.3  163.8  2.2   7 
M-0.02-0.07      -53   18  -3.0   1.0  0.55  0.17  61.7    8.6  155.1  2.0   7 
M-0.02-0.07      -53   36  -3.0   2.0  1.42  0.25  66.2    5.0  153.1  4.0   3 
M-0.02-0.07      -36  -53  -2.0  -3.0  0.83  0.23  80.5    8.0  187.5  4.1   4 
M-0.02-0.07      -36  -36  -2.0  -2.0  0.41  0.13  84.8    9.1  206.7  1.7   9 
M-0.02-0.07      -36  -18  -2.0  -1.0  0.54  0.10  73.6    5.4  216.4  1.2  12 
M-0.02-0.07      -36    0  -2.0   0.0  0.66  0.11  64.6    4.6  200.6  1.2  12 
M-0.02-0.07      -36   18  -2.0   1.0  0.94  0.11  48.3    3.3  194.3  1.2  12 
M-0.02-0.07      -36   36  -2.0   2.0  0.68  0.13  52.9    5.3  177.2  1.5  10 
M-0.02-0.07      -36   53  -2.0   3.0  0.66  0.23  75.4   10.2  170.2  4.1   3 
M-0.02-0.07      -18  -53  -1.0  -3.0  1.22  0.15  91.4    3.6  246.3  2.8   6 
M-0.02-0.07      -18  -36  -1.0  -2.0  0.68  0.09  77.0    3.6  268.8  1.3  12 
M-0.02-0.07      -18  -18  -1.0  -1.0  1.01  0.09  68.5    2.5  264.9  1.3  12 
M-0.02-0.07      -18    0  -1.0   0.0  0.80  0.09  60.3    3.3  250.0  1.3  12 
M-0.02-0.07      -18   18  -1.0   1.0  1.06  0.09  56.9    2.4  229.7  1.3  12 
M-0.02-0.07      -18   36  -1.0   2.0  0.67  0.11  62.0    4.5  200.0  1.2  12 
M-0.02-0.07      -18   53  -1.0   3.0  0.79  0.15  64.4    5.4  185.6  2.2   6 
M-0.02-0.07       -0  -53   0.0  -3.0  1.46  0.13  92.7    2.5  250.1  2.6   6 
M-0.02-0.07       -0  -36   0.0  -2.0  1.27  0.09  79.4    1.9  264.5  1.2  12 
M-0.02-0.07       -0  -18   0.0  -1.0  1.43  0.09  63.4    1.7  254.6  1.2  12 
M-0.02-0.07        0    0   0.0   0.0  1.15  0.08  59.5    2.0  250.0  1.2  12 
M-0.02-0.07        0   18   0.0   1.0  1.09  0.09  56.0    2.3  233.7  1.2  12 
M-0.02-0.07        0   36   0.0   2.0  1.02  0.10  66.7    2.8  202.1  1.2  12 
M-0.02-0.07        0   53   0.0   3.0  1.26  0.15  61.2    3.5  187.2  2.1   6 
M-0.02-0.07       18  -53   1.0  -3.0  1.40  0.19  84.7    3.9  180.3  2.7   6 
M-0.02-0.07       18  -36   1.0  -2.0  1.34  0.11  67.7    2.3  199.8  1.2  12 
M-0.02-0.07       18  -18   1.0  -1.0  1.81  0.10  62.0    1.6  207.0  1.2  12 
M-0.02-0.07       18   -0   1.0   0.0  1.45  0.09  61.6    1.8  214.2  1.2  12 
M-0.02-0.07       18   18   1.0   1.0  0.98  0.09  58.4    2.4  231.2  1.2  12 
M-0.02-0.07       18   36   1.0   2.0  1.29  0.10  57.5    2.3  199.5  1.2  12 
M-0.02-0.07       18   53   1.0   3.0  1.02  0.16  42.6    4.5  166.0  2.1   6 
M-0.02-0.07       36  -36   2.0  -2.0  1.77  0.14  63.7    2.3  167.7  1.6   9 
M-0.02-0.07       36  -18   2.0  -1.0  1.49  0.11  61.6    2.2  182.7  1.2  12 
M-0.02-0.07       36   -0   2.0   0.0  1.56  0.11  52.8    2.1  208.4  1.2  12 
M-0.02-0.07       36   18   2.0   1.0  1.20  0.11  59.2    2.6  198.2  1.1  12 
M-0.02-0.07       36   36   2.0   2.0  1.35  0.14  55.0    2.9  179.9  1.6   8 
M-0.02-0.07       36   53   2.0   3.0  1.80  0.30  49.5    4.7  138.0  4.5   3 
M-0.02-0.07       53  -18   3.0  -1.0  1.56  0.18  52.5    3.3  169.1  2.6   5 
M-0.02-0.07       53   -0   3.0   0.0  1.02  0.19  55.2    5.4  192.0  2.7   5 
M-0.02-0.07       53   18   3.0   1.0  1.23  0.27  49.5    6.4  186.6  2.7   5 
M-0.02-0.07       53   36   3.0   2.0  2.11  0.24  47.6    3.3  143.4  4.2   3 
